dir,file,model,seed,train_batch_size,n_users,hr10,coverage,ild_first_level,ild_second_level,ild_kuairand_tag,nocat_first_level,nocat_second_level,nocat_kuairand_tag
modal,CAFREC_kuairand_pure_ctx_vector_gate_s403092_seed403092_20260916-193022.json,CAFREC,403092,512.0,22912,0.0772,0.2171983356449376,0.8040852546691895,0.8864680528640747,0.7822693586349487,5.673882681564246e-05,0.18565380586592178,0.004822800279329609
modal,HGN_kuairand_pure_base_topk_s2021_seed2021_20260820-123128.json,HGN,2021,,22912,0.0199,0.02330097087378641,0.7918334603309631,0.8901535868644714,0.594466507434845,0.0,0.0014141061452513967,4.364525139664804e-06
modal,HGN_kuairand_pure_base_topk_s403092_seed403092_20260820-123347.json,HGN,403092,,22912,0.0187,0.021497919556171984,0.5653330683708191,0.6913737058639526,0.5407400727272034,0.0,0.0031424581005586594,0.0
modal,HGN_kuairand_pure_bs512_ce_hgn_seed1024_20260916-195554.json,HGN,1024,512.0,22912,0.0735,0.44271844660194176,0.8179770708084106,0.9010794758796692,0.7819948792457581,0.00023568435754189944,0.17204521648044693,0.003552723463687151
modal,HGN_kuairand_pure_bs512_ce_hgn_seed123_20260916-195547.json,HGN,123,512.0,22912,0.072,0.4388349514563107,0.8168421983718872,0.8999748229980469,0.7874277830123901,0.00034916201117318437,0.17058746508379888,0.005145775139664805
modal,HGN_kuairand_pure_bs512_ce_hgn_seed2048_20260916-195444.json,HGN,2048,512.0,22912,0.0729,0.3438280166435506,0.8194938898086548,0.9010193943977356,0.7888213992118835,0.0001964036312849162,0.1662447625698324,0.003622555865921788
modal,HGN_kuairand_pure_bs512_ce_hgn_seed256_20260916-195514.json,HGN,256,512.0,22912,0.0701,0.38793342579750345,0.821750819683075,0.9011076092720032,0.7898298501968384,0.0003971717877094972,0.17195792597765364,0.0042161312849162014
modal,HGN_kuairand_pure_bs512_ce_hgn_seed42_20260916-195431.json,HGN,42,512.0,22912,0.0696,0.4954230235783634,0.8212252259254456,0.9016779065132141,0.7879371643066406,0.00026187150837988826,0.16934357541899442,0.005001745810055866
modal,HGN_kuairand_pure_bs512_ce_hgn_seed512_20260916-195541.json,HGN,512,512.0,22912,0.0716,0.44521497919556174,0.8159722685813904,0.8999893069267273,0.7822073101997375,0.00037534916201117317,0.17053945530726258,0.0051937849162011175
modal,HGN_kuairand_pure_bs512_ce_hgn_seed77_20260916-195412.json,HGN,77,512.0,22912,0.0721,0.3990291262135922,0.8218216896057129,0.9025954008102417,0.7873112559318542,0.0002836941340782123,0.1692955656424581,0.004844622905027933
modal,HGN_kuairand_pure_bs512_hgn_seed1024_20260916-192930.json,HGN,1024,512.0,22912,0.0246,0.011789181692094313,0.8282335996627808,0.9040822982788086,0.7314256429672241,0.0,0.1474205656424581,0.0
modal,HGN_kuairand_pure_bs512_hgn_seed123_20260916-192734.json,HGN,123,512.0,22912,0.0215,0.008737864077669903,0.7625357508659363,0.849599301815033,0.7575055956840515,0.0,0.003330132681564246,4.364525139664804e-06
modal,HGN_kuairand_pure_bs512_hgn_seed2048_20260916-192935.json,HGN,2048,512.0,22912,0.0237,0.010402219140083218,0.821682870388031,0.8992531895637512,0.7833946943283081,0.0,0.14262831703910614,0.0
modal,HGN_kuairand_pure_bs512_hgn_seed256_20260916-192738.json,HGN,256,512.0,22912,0.0204,0.010263522884882107,0.6670429706573486,0.7780668139457703,0.6670083403587341,0.0,0.0003011522346368715,1.3093575418994413e-05
modal,HGN_kuairand_pure_bs512_hgn_seed42_20260916-192741.json,HGN,42,512.0,22912,0.0234,0.00984743411927878,0.8654844760894775,0.9302907586097717,0.8440595865249634,0.0,0.18396473463687152,0.0
modal,HGN_kuairand_pure_bs512_hgn_seed512_20260916-192739.json,HGN,512,512.0,22912,0.0232,0.012343966712898752,0.866386353969574,0.9331015348434448,0.8438952565193176,0.0,0.09932349860335196,4.364525139664804e-06
modal,HGN_kuairand_pure_bs512_hgn_seed77_20260916-192731.json,HGN,77,512.0,22912,0.0275,0.011789181692094313,0.8497235774993896,0.9250543117523193,0.829811155796051,4.364525139664804e-06,0.16760212988826817,8.729050279329608e-06
modal,HGRU4Rec_kuairand_pure_base_topk_s2021_seed2021_20260820-123237.json,HGRU4Rec,2021,,22912,0.0488,0.01678224687933426,0.8554440140724182,0.9376327991485596,0.838164746761322,0.0,0.25179381983240223,0.0
modal,HGRU4Rec_kuairand_pure_base_topk_s403092_seed403092_20260820-123453.json,HGRU4Rec,403092,,22912,0.0422,0.011095700416088766,0.9178236722946167,0.9726566672325134,0.8336862921714783,0.0,0.17923358938547487,4.364525139664804e-06
modal,HGRU4Rec_kuairand_pure_bs512_ce_hgru4rec_seed1024_20260916-195416.json,HGRU4Rec,1024,512.0,22912,0.0673,0.16588072122052705,0.8474035859107971,0.9256595373153687,0.8121842741966248,0.00018331005586592178,0.22554993016759778,0.0015712290502793297
modal,HGRU4Rec_kuairand_pure_bs512_ce_hgru4rec_seed123_20260916-195247.json,HGRU4Rec,123,512.0,22912,0.0687,0.16990291262135923,0.8518311977386475,0.9264732599258423,0.8049368262290955,6.110335195530727e-05,0.22389141061452514,0.0034828910614525138
modal,HGRU4Rec_kuairand_pure_bs512_ce_hgru4rec_seed2048_20260916-195432.json,HGRU4Rec,2048,512.0,22912,0.0663,0.16033287101248267,0.8479962348937988,0.9234151840209961,0.8081658482551575,8.729050279329608e-06,0.19840258379888268,0.004076466480446927
modal,HGRU4Rec_kuairand_pure_bs512_ce_hgru4rec_seed256_20260916-195322.json,HGRU4Rec,256,512.0,22912,0.0665,0.1654646324549237,0.8520339131355286,0.9247100949287415,0.8106926679611206,0.0002051326815642458,0.19797049581005585,0.0034043296089385474
modal,HGRU4Rec_kuairand_pure_bs512_ce_hgru4rec_seed42_20260916-195213.json,HGRU4Rec,42,512.0,22912,0.0672,0.17337031900138697,0.8556981682777405,0.9290183186531067,0.8050782680511475,1.7458100558659216e-05,0.20911312849162011,0.0015406773743016759
modal,HGRU4Rec_kuairand_pure_bs512_ce_hgru4rec_seed512_20260916-195345.json,HGRU4Rec,512,512.0,22912,0.0656,0.14313453536754508,0.844515323638916,0.9242328405380249,0.7888668775558472,0.0004888268156424581,0.20701379189944133,0.002029504189944134
modal,HGRU4Rec_kuairand_pure_bs512_ce_hgru4rec_seed77_20260916-195224.json,HGRU4Rec,77,512.0,22912,0.066,0.16421636615811372,0.8531230688095093,0.9285885095596313,0.8148311972618103,0.00012657122905027933,0.20050628491620112,0.004469273743016759
modal,HGRU4Rec_kuairand_pure_bs512_hgru4rec_seed1024_20260916-193037.json,HGRU4Rec,1024,512.0,22912,0.0558,0.06074895977808599,0.8672029972076416,0.9465645551681519,0.8148526549339294,0.0001091131284916201,0.28385998603351953,0.001003840782122905
modal,HGRU4Rec_kuairand_pure_bs512_hgru4rec_seed123_20260916-193008.json,HGRU4Rec,123,512.0,22912,0.0541,0.056588072122052704,0.8770668506622314,0.94781094789505,0.837340772151947,1.3093575418994413e-05,0.26001222067039104,0.00033606843575418997
modal,HGRU4Rec_kuairand_pure_bs512_hgru4rec_seed2048_20260916-193145.json,HGRU4Rec,2048,512.0,22912,0.0551,0.05159500693481276,0.8889217972755432,0.94698166847229,0.8783189058303833,0.0,0.3303945530726257,0.008563198324022346
modal,HGRU4Rec_kuairand_pure_bs512_hgru4rec_seed256_20260916-193014.json,HGRU4Rec,256,512.0,22912,0.0611,0.07656033287101248,0.8722252249717712,0.9605544209480286,0.8275564312934875,0.0,0.2681826117318436,0.0001003840782122905
modal,HGRU4Rec_kuairand_pure_bs512_hgru4rec_seed42_20260916-192959.json,HGRU4Rec,42,512.0,22912,0.0532,0.05589459084604716,0.8570249676704407,0.9500067234039307,0.8157467842102051,0.0,0.28688460195530724,4.364525139664804e-06
modal,HGRU4Rec_kuairand_pure_bs512_hgru4rec_seed512_20260916-193021.json,HGRU4Rec,512,512.0,22912,0.0543,0.044382801664355064,0.8886822462081909,0.9584477543830872,0.8521328568458557,0.0,0.25358327513966483,4.364525139664804e-06
modal,HGRU4Rec_kuairand_pure_bs512_hgru4rec_seed77_20260916-193001.json,HGRU4Rec,77,512.0,22912,0.0545,0.05062413314840499,0.8924115300178528,0.9651011824607849,0.8505518436431885,0.0,0.2607803770949721,0.0
modal,SASRec_kuairand_pure_bs512_sasrec_seed1024_20260916-062552.json,SASRec,1024,,22912,0.0789,0.1901525658807212,0.824247419834137,0.9068532586097717,0.7913666367530823,2.6187150837988826e-05,0.200728875698324,0.003194832402234637
modal,SASRec_kuairand_pure_bs512_sasrec_seed123_20260916-062558.json,SASRec,123,,22912,0.0811,0.24535367545076284,0.8072956204414368,0.8921681046485901,0.7832845449447632,0.0003273393854748603,0.20027496508379888,0.0024223114525139663
modal,SASRec_kuairand_pure_bs512_sasrec_seed2048_20260916-062603.json,SASRec,2048,,22912,0.0817,0.24535367545076284,0.8201485872268677,0.9038873314857483,0.7872249484062195,0.00017458100558659218,0.19424319134078213,0.004547835195530726
modal,SASRec_kuairand_pure_bs512_sasrec_seed256_20260916-062616.json,SASRec,256,,22912,0.0809,0.19514563106796118,0.8355534076690674,0.9099860191345215,0.8110771179199219,0.0001047486033519553,0.1931302374301676,0.004591480446927375
modal,SASRec_kuairand_pure_bs512_sasrec_seed42_20260916-062609.json,SASRec,42,,22912,0.0836,0.24604715672676838,0.8094661235809326,0.8926074504852295,0.7795882225036621,3.055167597765363e-05,0.1702775837988827,0.005599685754189944
modal,SASRec_kuairand_pure_bs512_sasrec_seed512_20260916-062617.json,SASRec,512,,22912,0.0794,0.24438280166435505,0.8225345611572266,0.9051365256309509,0.7875034809112549,3.491620111731843e-05,0.21343837290502793,0.003526536312849162
modal,SASRec_kuairand_pure_bs512_sasrec_seed77_20260916-062605.json,SASRec,77,,22912,0.0813,0.22718446601941747,0.8258893489837646,0.9058659076690674,0.7994364500045776,7.419692737430168e-05,0.20523743016759777,0.004063372905027933
modal,SASRec_kuairand_pure_div_b2048_seed1024_20260916-104741.json,SASRec,1024,,22912,0.0781,0.19445214979195563,0.8238632678985596,0.9067795276641846,0.7863389253616333,0.0,0.20168470670391062,0.002609986033519553
modal,SASRec_kuairand_pure_div_b2048_seed123_20260916-104453.json,SASRec,123,,22912,0.0787,0.19084604715672676,0.8360752463340759,0.9170846939086914,0.8046455383300781,0.0001047486033519553,0.20973725558659218,0.0014664804469273743
modal,SASRec_kuairand_pure_div_b2048_seed2048_20260916-104753.json,SASRec,2048,,22912,0.0769,0.20221914008321776,0.8303276300430298,0.911809504032135,0.792117178440094,3.491620111731843e-05,0.196106843575419,0.005918296089385475
modal,SASRec_kuairand_pure_div_b2048_seed256_20260916-104458.json,SASRec,256,,22912,0.0784,0.19611650485436893,0.8193231225013733,0.8984307050704956,0.7825301885604858,0.0003055167597765363,0.20092091480446927,0.003696752793296089
modal,SASRec_kuairand_pure_div_b2048_seed42_20260916-104257.json,SASRec,42,,22912,0.0818,0.1915395284327323,0.825028121471405,0.9061840176582336,0.7912447452545166,0.0,0.20061539804469275,0.0025139664804469273
modal,SASRec_kuairand_pure_div_b2048_seed512_20260916-104602.json,SASRec,512,,22912,0.0781,0.18807212205270457,0.8312112092971802,0.9070249795913696,0.7927979230880737,3.491620111731843e-05,0.2206834846368715,0.0013704608938547487
modal,SASRec_kuairand_pure_div_b2048_seed77_20260916-104438.json,SASRec,77,,22912,0.0785,0.19722607489597782,0.8167704343795776,0.8977285027503967,0.7747536897659302,0.00025314245810055866,0.19347067039106144,0.002902409217877095
modal,SASRec_kuairand_pure_div_b512_seed1024_20260916-104511.json,SASRec,1024,,22912,0.0789,0.1901525658807212,0.824247419834137,0.9068532586097717,0.7913666367530823,2.6187150837988826e-05,0.200728875698324,0.003194832402234637
modal,SASRec_kuairand_pure_div_b512_seed123_20260916-104458.json,SASRec,123,,22912,0.0811,0.24535367545076284,0.8072956204414368,0.8921681046485901,0.7832845449447632,0.0003273393854748603,0.20027496508379888,0.0024223114525139663
modal,SASRec_kuairand_pure_div_b512_seed2020_20260916-131247.json,SASRec,2020,512.0,22912,0.0785,0.22815533980582525,0.8084748983383179,0.8934066891670227,0.7720382809638977,8.729050279329608e-06,0.20139228351955307,0.005115223463687151
modal,SASRec_kuairand_pure_div_b512_seed2021_20260916-131252.json,SASRec,2021,512.0,22912,0.079,0.21844660194174756,0.8109511137008667,0.891467809677124,0.7811371088027954,1.3093575418994413e-05,0.18268156424581006,0.0034086941340782124
modal,SASRec_kuairand_pure_div_b512_seed2048_20260916-104506.json,SASRec,2048,,22912,0.0817,0.24535367545076284,0.8201485872268677,0.9038873314857483,0.7872249484062195,0.00017458100558659218,0.19424319134078213,0.004547835195530726
modal,SASRec_kuairand_pure_div_b512_seed256_20260916-104517.json,SASRec,256,,22912,0.0809,0.19514563106796118,0.8355534076690674,0.9099860191345215,0.8110771179199219,0.0001047486033519553,0.1931302374301676,0.004591480446927375
modal,SASRec_kuairand_pure_div_b512_seed403092_20260916-131257.json,SASRec,403092,512.0,22912,0.0791,0.2361997226074896,0.8107386827468872,0.8958517909049988,0.7853915095329285,2.1822625698324023e-05,0.18564507681564246,0.005660789106145252
modal,SASRec_kuairand_pure_div_b512_seed42_20260916-103619.json,SASRec,42,,22912,0.0836,0.24604715672676838,0.8094661235809326,0.8926074504852295,0.7795882225036621,3.055167597765363e-05,0.1702775837988827,0.005599685754189944
modal,SASRec_kuairand_pure_div_b512_seed512_20260916-104525.json,SASRec,512,,22912,0.0794,0.24438280166435505,0.8225345611572266,0.9051365256309509,0.7875034809112549,3.491620111731843e-05,0.21343837290502793,0.003526536312849162
modal,SASRec_kuairand_pure_div_b512_seed77_20260916-104526.json,SASRec,77,,22912,0.0813,0.22718446601941747,0.8258893489837646,0.9058659076690674,0.7994364500045776,7.419692737430168e-05,0.20523743016759777,0.004063372905027933
modal,SASRec_kuairand_pure_seq10_s2020_seed2020_20260825-151558.json,SASRec,2020,,22912,0.0762,0.189875173370319,0.829887330532074,0.9088075757026672,0.7973102331161499,0.0,0.19306040502793295,0.0038669692737430166
modal,SASRec_kuairand_pure_seq10_s2021_seed2021_20260825-151754.json,SASRec,2021,,22912,0.0773,0.1883495145631068,0.831657350063324,0.9095903038978577,0.8018761277198792,1.7458100558659216e-05,0.20077688547486033,0.0013791899441340783
modal,SASRec_kuairand_pure_seq10_s403092_seed403092_20260825-151744.json,SASRec,403092,,22912,0.0783,0.18335644937586684,0.8308077454566956,0.9131410717964172,0.78940349817276,0.0,0.2190206005586592,0.0012307960893854749
modal,SASRec_kuairand_pure_seq50_s2020_seed2020_20260825-152027.json,SASRec,2020,,22912,0.0796,0.1930651872399445,0.8089229464530945,0.889641523361206,0.7740587592124939,4.364525139664804e-06,0.18757419692737431,0.00524179469273743
modal,SASRec_kuairand_pure_seq50_s2021_seed2021_20260825-152219.json,SASRec,2021,,22912,0.0779,0.17766990291262136,0.8261085152626038,0.9049590826034546,0.8017295002937317,0.0,0.201588687150838,0.004691864525139665
modal,SASRec_kuairand_pure_seq50_s403092_seed403092_20260825-152228.json,SASRec,403092,,22912,0.0799,0.18474341192787794,0.8131178617477417,0.8898646235466003,0.783031165599823,4.8009776536312846e-05,0.19702775837988826,0.0028151187150837987
modal,SASRec_kuairand_pure_topk_s2020_seed2020_20260815-160705.json,SASRec,2020,,22912,0.0788,0.19805825242718447,0.8199856877326965,0.8983181715011597,0.7874942421913147,0.0001047486033519553,0.17976169692737431,0.00500611033519553
modal,SASRec_kuairand_pure_topk_s2021_seed2021_20260815-160733.json,SASRec,2021,,22912,0.0781,0.17614424410540916,0.8359414339065552,0.9137075543403625,0.801081657409668,0.0,0.20642894553072624,0.0010649441340782123
modal,SASRec_kuairand_pure_topk_s403092_seed403092_20260815-160636.json,SASRec,403092,,22912,0.0793,0.19237170596393896,0.8248429298400879,0.9072635769844055,0.7903767228126526,0.0,0.20959322625698323,0.002391759776536313
